,title,contents
18,네이버 정치뉴스 구독자 4명 중 1명 댓글 페이지로 이동,"네이버가 정치뉴스에 대한 댓글 노출방식을 변경한 가운데, 네이버 뉴스의 정치뉴스 구독자 4명 중 1명이... 본 구독자 중 24.7%가 네이버 뉴스 댓글 페이지로 이동했다고 밝혔다. 네이버는 이달 15일부터 뉴스 댓글..."
19,"윤두준, BJ 보겸 구독? 왜 논란이 됐을까",윤두준이 BJ 보겸 구독 논란에 대해 해명했다. ⓒ 윤두준 인스타그램 그룹 하이라이트 멤버 윤두준이 아프리카TV BJ 보겸의 채널을 구독했다는 의혹에 휩싸이자 즉각 해명에 나섰다. 윤두준은 19일 자신의 인스타그램을...
20,한국일보 구독자와 함께하는 맞춤형 건강보험 설명회,한국일보 구독자와 함께하는 맞춤형 건강보험 설명회가 20일 뉴저지 레오니아 소재 그레이스벧엘교회(담임목사 장학범) 타이슨홀에서 열렸다. 이날 행사에는 헨리 리. 위화조 강사가 초빙돼 맞춤형 건강보험의...
21,연예인 유튜버 구독자수 '1위' 달성한 악동뮤지션 이수현,"[인사이트] 최민주 기자  뷰티 유튜버로 활동하고 있는 악동뮤지션 이수현이 싱그러운 매력으로 구독자들을... 그러나 채널을 개설한지 '4일'만에 구독자는 10만명을 넘어섰고 25일을 기준으로 총 구독자 수는 75만 8,877명에..."
22,[뉴스레터 구독 이벤트] 전지적 다이어트 시점,"IT조선 뉴스레터 서비스 구독신청 이벤트 경품, 루미다이어트. 비온다고 파전에 막걸리 드셨나요? 스트레스... IT조선 뉴스레터 구독 신청자 분들께 드릴 선물 중 하나로 루미다이어트를 준비했습니다. 내용물을..."
23,CJ E&M 다이아 TV 구독자 1억6천만명 돌파,? News1 CJ E&M은 '다이아 티브이'(DIA TV) 총 구독자수가 올 4월 말 기준 1억6000만명을 돌파했다고 18일... 5월 현재 100만 명 이상의 구독자를 보유한 '밀리언 창작자'는 22개 팀으로 전년 동기 6개 팀 대비 4배 가까이...
24,[뉴스레터 구독 이벤트] 미니사구 '아반떼 스포츠'로 쌩쌩…스트레스 훨훨,"IT조선 뉴스레터 서비스 구독신청 이벤트 경품, 미니사구 ‘아반떼’ 여러분의 생애 첫 차는 무엇이었나요?... IT조선 뉴스레터 서비스 구독신청 이벤트 경품들. IT조선 뉴스레터를 구독신청 하신 분들 중 추첨을 통해..."
25,"[AD]CJ E&M 다이아TV, 총 구독자 1억6000만명 돌파",【서울뉴시스】 다이아 티비 연도별 총 구독자 수 인포그래픽. 2018.5.17(그래픽CJ E&M 제공) photo@newsis.com 【서울뉴시스】 CJ E&M의 1인 창작자 지원사업 다이아 티비(DIA TV)는 지난달 말 기준으로 총 구독자 수를...
26,"'올드스쿨' 이사배 ""'라디오스타' 출연 이후 구독자 수 10만명 늘어""","이날 이사배는 ""현재 유튜브 구독자 수가 170만명이다. 동영상을 올린게 3년 되가는데 3년동안 정말... 최근 MBC '라디오 스타'에 출연 이후 구독자 수가 10만명 넘게 늘었다""고 덧붙여 놀라움을 자아냈다...."
27,"[뉴스레터 구독 이벤트] 도둑은 경찰이 잡지만, 내 컴 바이러스는 누가 잡나?","IT조선 뉴스레터 서비스 구독신청 이벤트 경품, 맥아피 라이브 백신 1년 이용권. 주말에 어디 멀리 여행 갈... 나의 스마트 기기들을 각종 위협으로부터 지킬 수 있는 백신 1년 이용권을 IT조선 뉴스레터 서비스를 구독신..."
28,유튜브 K팝 채널 '원더케이' 구독자 1000만 돌파,"채널 구독자 국가 수는 244개국이다. 원더케이는 2014년 2월 론칭한 글로벌 K팝 채널로, 카카오M이 보유한 콘텐츠를 국외 팬에게 전달하는 등 뮤직 아티스트와 팬을 연결하는 허브 역할을 하고 있다. 원더케이 채널은..."
29,"국방홍보원, 유튜브 '실버 플레이 버튼'…구독자 10만명 돌파","국방홍보원, 유튜브 '실버 플레이 버튼' 수상(서울연합뉴스) 국방홍보원이 유튜브로부터 10만 구독자 보유... [국방홍보원 제공연합뉴스] photo@yna.co.kr 국방홍보원은 10일 홍보원의 공식 유튜브 채널이 구독자 수..."
30,[뉴스레터 구독 이벤트] 취향저격! 레고 '어셈블리 스퀘어',IT조선 뉴스레터 서비스 구독신청 이벤트 경품 \ 지난 2017년 2월 IT조선에서 레고 모듈러(건축물)... IT조선이 5월 개편을 맞아 'IT조선 뉴스레터 서비스'를 구독신청 하신 분들 중 추첨을 통해 한 분께 '어셈블리...
31,경쟁 치열해지는 미국 서브스크립션 커머스 업계…구독이 대세,이투데이이주혜 기자 | 제품 종류 3500개 달해…무료 체험·할인 등 출혈 경쟁도 잡지를 구독하듯... 2월 맥킨지의 조사에서는 온라인 쇼핑객의 15%가 하나 이상의 서브크스립션 박스를 구독하고 있는 것으로 나타났다....
32,"[뉴스레터 구독 이벤트] ""내일도 비 올까요?"" 묻는 말에 말벗 되어 줄 누구 없...",IT조선 뉴스레터 서비스 구독신청 이벤트 경품 SKT 누구 미니와 LGU+ 우리집 AI 스피커. 지금 당장 기억하고... IT조선 뉴스레터 서비스 구독신청 이벤트 경품들. 음성 인식 스피커 'SK텔레콤 누구 미니'와 'LG유플러스...
33,구속 후 두 번째 주말 맞는 MB…신문 구독도 취소,신문 구독도 취소한 것으로 전해졌다. 검찰과 서울동부구치소 등의 말을 종합하면 이 전 대통령은 이날... 입감 후 구치소 측에 신청했던 신문 구독은 최근 취소한 것으로 전해졌다. 외부 뉴스에 노출되지 않는 게 심리를...
34,"이홍기 구독 밝힌 BJ 철구 누구? ""5.18 비하, 강은비 머리채 잡고 흔들기도""","머리를 잡고 흔들어 ""정도가 있다""는 비판을 받기도 했다. 이후 그룹 틴탑의 니엘, 하이라이트의 윤두준 등이 BJ 철구의 방송을 구독했다는 루머와 관련, 입장을 밝히고 나서기도 했다. 이은지 기자 onbge@kukinews.com"
35,창간주주 62% “현재 한겨레 구독” 비구독자 중 27% “논조 달라져”,설문에 응한 주주 중 61.6%가 현재 종이신문 <한겨레>를 구독하고 있었다. 구독하지 않는다는 응답 중 26.9%는 “논조가 과거와 달라졌기 때문”이라 답했다. 논조에 대한 비판 이유는 “초기의 창간정신을 잃어버리고...
36,"꽃선물 및 꽃정기구독 전문 '일상첨화', 일상에서 즐길 수 있는 꽃 상품 제공",그중 실내 분위기 전환 용도로 활용하는 꽃을 정기적으로 택배나 퀵으로 제공하는 정기구독 서비스가 이목을 끄는 모습이다. 잡지나 신문처럼 정기구독 서비스로 이용할 수 있는 꽃정기구독은 특별한 날을 위한 꽃...
37,"CJ 다이아 티비, 2년만에 총 구독자수 1억6000만명 돌파",/사진제공CJ E&MCJ E&M의 1인 창작자 지원 사업 다이아 티비(DIA TV)가 지난달 채널 구독자 수 1억6000만명을 돌파했다. 2년 만에 3배 이상 늘었다. 23일 다이아 티비는 지난달 말 기준 구독자 수를 집계한 결과 1억6000만명을...
38,성범죄 피해 폭로한 양예원은 누구?…'구독자 17만명' 인기 유튜버,그는 구독자 17만명 이상을 보유하고 있으며 올리는 영상마다 조회수 10만회 이상을 기록하는 인기 유튜버다. '비글 커플'은 양예원과 그 남자친구 이동민 씨가 함께 보낸 일상을 담은 영상을 보여주고 있는 채널이다....
39,한국일보 구독자와 함께하는‘건강보험 설명회’,한국일보 구독자와 함께하는‘건강보험 설명회가 13일 롱아일랜드 소재 사랑의동산교회(담임목사 강신용)에서 열렸다. 이날 행사에는 헨리 리 강사가 초빙돼 우리가 알아야 할 건강보험 기본 상식과 지식을 알리고 이...
40,250만 구독자 유튜버 망치가 전하는 한국의 맛,"또한, 현재 250만 구독자를 확보하고 있으며, 모든 레시피를 영어로 설명하고 있어 미국 등 세계 각국에서 다양한 구독층을 보유하고 있다. 유튜버 망치는 이번 한국 방문을 통해 '빨갛고 매운 한국의 채식 재료(Red..."
41,'171만 구독자' 가진 유명 유튜버 대도서관이 밝힌 한달 수입,"유튜브에서 171만 구독자를 보유한 대도서관은 게임 콘텐츠를 소개하는 유명 유튜버다. 대도서관은 김현정과의 인터뷰에서 ""2000년대 이후 출생자인 'Z세대'의 경우 굉장히 개인화됐기 때문에 유튜브를 더 많이 보는 것..."
42,"이홍기, BJ ‘철구’ 구독 논란에 ‘우연히 보게 된 것 ’",이홍기가 ‘BJ 철구 영상을 구독한다’는 논란에 대해 자신의 생각을 밝혔다. 21일 이홍기는 자신의... 이는 ‘BJ 철구의 영상을 구독한다’는 논란에 대한 이홍기의 입장이다. 이홍기는 ‘우연히 보게 됐다’라고 논란을...
43,"""MB, 심리 안정 위해 신문 구독도 취소""",신문 구독도 취소한 것으로 전해졌습니다. 이 전 대통령은 외부 뉴스에 노출되지 않는 게 심리를 안정시키는 데 도움이 된다고 판단해 입감 후 구치소 측에 신청했던 신문 구독을 최근 취소한 것으로 전해졌습니다. 이...
44,K-POP채널 '원더케이' 구독자 1000만 돌파,/ 카카오M 제공 멜론 서비스를 제공하는 카카오M은 자사 K-POP 유튜브 채널 '원더케이(1theK)' 구독자... 유튜브 원더케이 채널은 구독자 1000만명 달성을 기념해 팬들이 자체 제작한 축하 메시지 영상을...
45,"강효상 ""지역신문 구독료 30% 연말정산 때 환급"" 법률안 발의","구독료 30%를 연말정산 때 환급하는 내용의 '조세특례제한법 일부 개정 법률안'을 대표 발의했다고 2일 밝혔다. 개정안은 근로소득이 있는 거주자가 출생지, 거주지 및 이에 준하는 지자체에서 발행된 신문을 구독하면..."
46,'160만 구독자' 거느린 유튜버계 여왕 이사배,그 모습을 160만 구독자가 지켜본다. ‘뷰티 유튜버(Youtuber)’ 이사배 얘기다. 세계 최대 동영상 사이트... 그중 이사배는 국내 뷰티 유튜버 중 구독자 수 2위를 자랑한다. 최고 조회 수를 찍은 영상은 386만 회에 달한다....
47,"유튜브 100만명 구독자 도티-잠뜰, 특별한 어린이날 선물",[유튜브에서 게임 100만 이상 구독자를 보유하고 있는 도티(왼쪽)와 잠뜰.] 유튜브에서 게임 100만 이상 구독자를 보유하는 '도티'와 '잠뜰'이 어린이날을 맞아 특별한 콘텐츠를 선물해 주목을 받았다. 도티(본명 나희선)...
48,"'라디오스타' 이사배, 150만 구독자 관심받는 비결 공개","채널 구독자 수 150만 명을 돌파한 화제의 셀럽이다. 시작부터 이사배는 이번 ‘라디오스타’ 출연을 위해... 특히 전직 메이크업 아티스트인 그녀는 MBC 출신이라고 밝혀 관심을 모으더니, 자신의 개인 채널 구독자..."
49,"캐세이패시픽, 뉴스레터 구독하면 항공권 10% 할인","[캐세이패시픽항공 제공연합뉴스] 캐세이패시픽항공은 오는 14일까지 자사 뉴스레터 구독을 신청한... 기존 뉴스레터를 구독하던 캐세이패시픽 회원, 아시아마일즈와 마르코 폴로 클럽 회원도 할인코드를 쓸 수..."
50,"초등생 유튜버 최린 ""50만 구독자 비결요?""",PD]]구독자 50만 명을 보유한 인기 유튜브 채널 '마이린 TV'의 최린(초등학교 6학년). 사진CJ E&M 다이아 티비... 이중 '마이린 TV' 최린(12)은 50만 명으로 최다 구독자를 보유했다. 개국 3년 만에 거둔 성과다. 비결은 시청자가...
51,"페이스북, 유료 전환?…'광고 없는 구독 버전' 시장 조사","블룸버그 통신은 4일 ""페이스북은 최근 일정액의 구독료를 내는 광고 없는 버전이 사람들의 페이스북... 샌드버그 COO는 ""우리는 구독을 포함해 많은 수익창출 방안에 대해 생각해왔으며, 앞으로도 계속 모든 것을 고려할..."
52,"BJ 보겸, 구독자 19禁 선물엔 ""XX 가즈아"" 욕설까지?","영상에서 보겸은 한 구독자가 보낸 USB 선물을 직접 열어봤다. ""오늘 밤 가즈아"" ""XX 몇 기가야"" 라며... 한편, 윤두준은 19일 자신은 1년도 더 이전 시점에 BJ 보겸의 관련 영상을 접했을 뿐 영상 구독을 한 적이 없다고..."
53,"넷플릭스 깔지 말라는 애플, 동영상 구독용 TV 앱 준비","동영상을 구독할 수 있는 서비스를 2019년 내놓을 전망이다. 블룸버그는 9일(현지시각) 소식통의 말을 인용해 ""사용자가 앱 스토어에서 개별적으로 내려받은 앱으로 동영상을 구독하도록 요구하는 대신, TV 앱을 통해..."
54,구독료 소득공제 되면 신문 독자 늘어날까,신문협회 설문조사 결과 52% “신문구독료 소득공제 필요하다”…온라인 유료화와 맞물린 이슈 될 가능성도 [미디어오늘 정철운 기자] 한국신문협회가 신문 구독자 400명과 비구독자 400명 등 800명을 대상으로 3월27일...
55,"[엑's PICK] '성추행 피해 고백' 양예원, 17만 구독자 보유한 인기 유튜버",현재 약 17만 명에 달하는 구독자를 보유하고 있을 정도로 인기 있는 유튜버 중 한 명이다. 그래서 인기 유튜버인 양예원의 성추행 고백은 충격을 안기고 있다. 그는 지난 17일 자신의 페이스북 및 유튜브 계정을 통해...
56,시속 200㎞ 난폭운전 일삼은 '28만 구독' 유튜버…경찰 조사,이 운전자는 평소 도로에서 자동차 성능을 시험하는 영상을 '유튜브'에 올렸는데 구독자가 28만 명에 달할 만큼 마니아들 사이에서는 유명합니다. 연지환 기자입니다. [기자] 노란색 스포츠 차량이 다른 차량들...
57,"두산 베어스, 캘린더 구독 서비스 선보여","두산 베어스, 캘린더 구독 서비스 선보여[두산 베어스 제공] 프로야구 두산 베어스가 25일 올 시즌 경기 일정과 이벤트 알림 캘린더 구독 서비스를 선보였다. 두산은 최근 캘린더 마케팅 솔루션 스타트업 '린더(Linder)..."
58,"""애플, 2019년 뉴스 구독 서비스 내놓을 것""","/ 애플 홈페이지 갈무리 애플이 2019년 중으로 뉴스 구독 서비스를 선보일 계획을 세운 것으로 알려졌다. 블룸버그는 17일(현지시각) 소식통의 말을 인용해 ""애플이 3월 인수한 디지털 잡지 구독 서비스 '텍스쳐(Texture)..."
59,"미래가 기대되는 게임 구독 서비스, 'XBOX 게임 패스'","그중에서도, 일정 금액을 주고 구독권을 구매하면 일정 기간 동안에는 다양한 콘텐츠를 무제한적으로 즉시 활용할 수 있는 구독 콘텐츠 서비스가 대세다. 요즘 핫하게 떠오르는 구독 서비스 하면 대표적으로..."
60,"일상첨화, “차별화된 꽃선물 및 꽃정기구독 상품으로 일상에 꽃 문화를 넓혀...","선물용 꽃 선물 상품뿐만 아니라 일정 기간 2주마다 꽃을 받아 볼 수 있는 꽃 정기구독 상품이 준비되어 있다. 꽃 정기구독 상품은 1회, 2개월, 4개월 등 구독 기간을 선택하면 2주 마다 새로운 꽃다발을 우체국 택배를..."
61,"[간밤뉴스] 애플, 내년 유료 뉴스 구독서비스 선보이기로","유료 구독서비스를 시작할 계획""이라면서 ""이를위해 애플은 지난 3월 인수한 디지털 잡지 플랫폼 '텍스처... 개별 구독하는 방식으로 제공되는 서비스였다. 애플의 새로운 뉴스 서비스는 다수의 간행물을..."
62,“지역신문 구독료 30% 세액공제”,강효상 한국당 의원 법안 발의 지역 신문을 구독하면 구독료의 30%를 세액공제하는 방안이 추진된다. 자유한국당 강효상 국회의원은 이 같은 내용의 `조세특례제한법' 일부개정안을 대표 발의했다고 2일 밝혔다. 개정안은...
63,"강효상, 지역신문 구독료 30% 세액공제 추진",지역신문을 구독할 경우 구독료의 30%를 연말정산 과정에서 돌려주는 방안이 추진된다. 자유한국당 강효상 의원(사진)은 이 같은 내용의 '조세특례제한법 일부개정법률안'을 국회에 제출했다고 4일 전했다. 강 의원은...
64,IT조선 뉴스레터만 구독해도 선물이 '펑펑',뉴스레터 구독자께 드릴 선물들이 속속 사무실로 도착하고 있으니 많은 참여 기다리겠습니다. <IT조선 뉴스레터 구독 이벤트> ▲ 1차 이벤트 기간 : 5월 25일까지 ▲ 이벤트 참가방법 : 뉴스레터 구독 신청하면...
65,루리웹걸 최혜연 '아마시아'에서 구독서비스 운영 개시,"‘아마시아’에서 구독서비스 운영을 시작했다. ‘아마시아’의 신규 서비스인 구독서비스는 유명 모델, 가수 및 배우 지망생과 다른 사람들에게 보여줄 수 있는 재능을 가진 회원들이 ‘아마시아’에서 팬을..."
66,"태블로, 구독형 라이선스와 데이터 프랩 제품 발표","태블로 익스플로러는 사용자가 관리되는 데이터 원본을 기반으로 새로운 대시보드를 생성하고, 다른 사용자들과 협업하며, 구독 및 알림 기능을 통해 최신 데이터를 파악할 수 있도록 지원한다. 웹 브라우저에서..."
67,"[구글 I/O] ③구글, 새로운 뉴스앱에 아웃링크 방식 도입…유료 구독 버튼도 ...","유료 구독 모델을 적용한 뉴스 서비스를 선보였다. 또한, 구글은 인공지능(AI)을 이용해 뉴스를 추천해주는... 여기다 구글은 뉴스 유료 구독을 장려하고 나섰다. 사용자가 구글 뉴스의 뉴스스탠드 카테고리에서..."
68,"비투비 유튜브 채널, 구독자 수 100만명 돌파",(사진  큐브 제공) photo@newsis.com  그룹 '비투비'가 운영하는 동영상 사이트 유튜브 채널 구독자 수 100만 명을 돌파했다. 비투비는 17일 밤 자신들의 유튜브 채널을 통해 구독자수 100만 명 달성 때 주어지는...
69,"롯데, KBO리그 최초 캘린더 구독 서비스 시작", 롯데 자이언츠는 국내 프로야구단 최초로 캘린더 구독 서비스를 선보인다고 13일 밝혔다. 2018.03.13. (사진롯데 자이언츠 제공)yulnetphoto@newsis.com  롯데 자이언츠는 국내 프로야구단 최초로 캘린더 구독...
70,"[별★댓글] 윤두준, BJ 보겸 구독 논란에 사과까지…네티즌 '부글부글'",윤두준이 보겸 영상 구독 논란에 해명했다. 사진장동규 기자 jk31@hankooki.com 그룹 하이라이트 윤두준이 인터넷 방송 BJ 보겸 구독 논란에 직접 해명한 가운데 네티즌들이 다양한 반응을 내놓고 있다. 윤두준은 19일...
71,"[PRNewswire] Tableau, 새로운 구독 라이선스 옵션 소개","Tableau Creator, Explorer 및 Viewer 구독은 정교한 분석 기능과 놀라운 단순성을 요구에... 고객은 현재 Tableau 2018.1 릴리스에서 오늘부터 사용할 수 있는 새로운 구독 라이선스..."
72,"""초딩을 위한 초딩의 방송…구독자 100만 명이 목표”","◆3년 만에 구독자 50만 명 돌파 최 군이 직접 운영하는 유튜브 채널 마이린TV의 구독자 수는 51만 명, 누적 조회 수는 2억1000만 건에 달한다. 유튜브는 채널 구독자가 10만 명에 도달하면 ‘인증 배지’를 수여하는데..."
73,구속 후 두 번째 주말 맞는 MB…신문 구독도 취소,신문 구독도 취소한 것으로 전해졌습니다. 검찰도 주말과 휴일인 내일은 방문 일정을 잡지 않은 것으로... 입감 후 구치소 측에 신청했던 신문 구독은 최근 취소한 것으로 전해졌습니다. 다만 저녁 시간대 방송되는 TV...
74,"“즐기다 보니 어느새 인기 크리에이터, 구독자 100만 명이 목표”","○ 47만 구독자 거느린 진짜 초통령 연령층마다 인기 있는 소셜네트워크서비스(SNS)도 다르다. 20, 30대는 주로... 2015년 3월 27일 유튜브에 개설된 마이린TV는 3년 만에 구독자 47만 명을 넘어 압도적 1위를 달리고 있다. 최군의..."
75,벤츠도 '구독' 한다…서브스크립션 서비스 도입 검토,벤츠가 구독 서비스를 미국에서 시작한다. / 엔가젯 갈무리 메르세데스-벤츠도 정기적으로 자동차를 구독하는 새 모빌리티 서비스 '서브스크립션'을 도입하려는 것으로 알려졌다. 이르면 6월부터 미국 내슈빌과...
76,'산낙지 먹방' ASMR 찍었다가 구독자수 폭락한 인기 유튜버,하지만 폭발적인 인기로 구독자 100만을 달성한 여성 유튜버는 이를 기념해 '산낙지'로 먹방을 찍었다가... 채널 오픈이후 승승장구해왔던 'SAS-ASMR'는 구독자 수 100만 명 돌파를 기념해 특별한 음식으로 산낙지를...
77,"영화 유튜브 선두주자 ‘드림텔러’, 구독자 40만의 비밀을 밝히다",현재 46만여 분이 구독해주시는 유튜브 ‘드림텔러’ 채널을 전업으로 운영하고 있습니다. Q. 구독자가 40만이면 많은 건가요? ㅎㅎ 현재 영화 분야에서는 구독자 수 1위입니다. 구독자 수가 10만~20만 정도면 대략 대기업...
78,"영상 제작 블록체인 플랫폼 얀도, 310만명 구독자 기반 앤트러프러뉴어와 맞손","얀도는 310만명의 구독자를 가진 세계적인 비즈니스 매거진 앤트러프러뉴어와 '1:1 기업가 양성 프로그램'을 공동 개발, 운영하기로 했다. 엔트러프러뉴어 미디어는 홈페이지에서 얀도의 영상 플랫폼을 통해 1:1..."
79,"K-POP 전문채널 '#D-POP STUDIO' 구독자 500,000명 돌파","뮤직 컨텐츠 전문채널 'D-POP STUDIO'(이하 디팝스튜디오)의 구독자가 500,000명을 돌파했다. 디팝스튜디오는 KPOP... 기점으로 구독자 500,000명을 돌파했다.   디팝스튜디오는 여기에 그치지않고 이제는 K-POP과 팝 전반을..."
80,"유튜브 채널 구독자 10만명 돌파… 국방홍보원, 실버 플레이 버튼賞",[동아일보] 국방부 산하 국방홍보원의 공식 유튜브 채널이 구독자 10만 명을 넘어 유튜브 본사로부터 ‘실버 플레이 버튼’상을 10일 수상했다. 실버 플레이 버튼은 유튜브 채널 구독자가 10만 명을 돌파한 채널의 운영...
81,"애플, 디지털 잡지 구독 서비스 경쟁력 강화",잡지 구독 서비스 업체를 인수하고 콘텐츠 서비스 부문의 경쟁력을 강화하고 있다. 맥루머스 등의 주요외신들에 따르면 애플은 최근 월 9.99달러에 200개 이상 디지털 잡지를 무제한 접속할 수 있는 가입형 구독 서비스...
82,"""뼈그맨 입증""…'얼간 김준호' 구독자 수 30만명 돌파","매달 신선하고 참신한 콘텐츠로 많은 사랑을 받았던 바, 개설 9개월 만인 현재(3월 26일 기준) 구독자수가... 콘텐츠들로 구독자들을 끌어당기고 있다. 뿐만 아니라 최근에는 '얼간 김준호'배 배틀그라운드 듀오 대회를..."
